Player ID,Player Name,Weight (kg),Height (cm),Position,Salary,Points,Total Rebounds,Assists,Steals,Blocks
3547245,Tyrese Haliburton,83.91,195.58,G,1084,20,3,11,1,2
210,Buddy Hield,99.79,193.04,G,1488,14,2,5,1,1
17896035,Isaiah Jackson,92.99,205.74,F,2309,4,4,0,0,0
304,T.J. McConnell,86.18,185.42,G,1715,4,1,2,2,0
38017507,Andrew Nembhard,86.64,193.04,G-F,1855,12,4,10,0,0
3547250,Aaron Nesmith,97.52,198.12,G-F,2373,7,5,1,0,1
3547207,Jordan Nwora,102.06,203.2,F,1392,5,1,1,0,1
56677861,Ben Sheppard,86.18,198.12,G,2449,0,0,0,0,0
3547264,Jalen Smith,97.52,205.74,F-C,1773,13,8,0,1,0
439,Daniel Theis,111.13,203.2,F,1561,0,0,0,0,0
56677832,Jarace Walker,106.59,200.66,F,1552,0,4,0,1,0
38017701,Kendall Brown,92.99,200.66,G,1109,0,0,0,0,0
56677778,Oscar Tshiebwe,115.67,203.2,F-C,1174,0,0,0,0,0
56677794,Isaiah Wong,83.91,190.5,G,1106,0,0,0,0,0
265,Kyle Kuzma,100.24,205.74,F,3457,25,2,0,0,2
3547242,Deni Avdija,95.25,205.74,F,1375,9,7,5,1,0
666577,Daniel Gafford,106.14,208.28,F,1499,6,5,0,0,2
666848,Jordan Poole,88,193.04,G,1056,18,2,5,1,1
249,Tyus Jones,88.9,185.42,G,1842,16,3,6,1,1
38017704,Patrick Baldwin Jr.,99.79,205.74,F,1462,0,0,0,0,0
18677954,Jared Butler,87.54,190.5,G,1662,3,0,0,0,0
38124126,John Butler Jr.,86.18,213.36,F,1847,0,0,0,0,0
56677844,Bilal Coulibaly,88.45,203.2,G,1448,3,4,3,0,3
167,Danilo Gallinari,107.05,208.28,F,1826,16,3,0,0,0
17896045,Corey Kispert,101.6,198.12,F,2328,11,5,1,0,0
337,Mike Muscala,108.86,208.28,F-C,1880,0,3,0,0,0
17896106,Eugene Omoruyi,106.59,198.12,F,1796,4,2,1,0,0
38017712,Ryan Rollins,81.65,190.5,G,2422,1,3,1,0,0
487,Delon Wright,83.91,195.58,G,1822,8,6,6,3,0
38017687,Johnny Davis,88.45,193.04,G,1630,0,0,0,0,0
3547302,Anthony Gill,104.33,203.2,F,1583,0,0,0,0,0
414,Landry Shamet,86.18,193.04,G,2268,0,0,0,0,0
204,Gordon Hayward,102.06,200.66,F,1108,10,8,7,1,1
666950,P.J. Washington,104.33,200.66,F,3070,25,5,2,0,0
38017698,Mark Williams,108.86,213.36,C,2189,13,15,1,3,1
403,Terry Rozier,86.18,185.42,G,3520,24,5,6,0,0
3547239,LaMelo Ball,81.65,200.66,G,1927,15,6,10,1,0
56677848,Amari Bailey,83.91,190.5,G,1348,0,0,0,0,0
56677866,Leaky Black,94.8,198.12,F,2064,0,0,0,0,0
3547253,Theo Maledon,79.38,195.58,G,2214,4,3,4,0,0
56677823,Brandon Miller,90.72,200.66,F,2198,13,3,2,0,0
3547282,Nick Richards,111.13,213.36,C,2490,7,4,1,0,1
56677846,Nick Smith Jr.,83.91,187.96,G,2209,0,0,0,0,0
18678001,JT Thor,92.08,205.74,F,1881,5,2,1,0,0
17896037,James Bouknight,86.18,193.04,G,2283,0,0,0,0,0
62,Miles Bridges,102.06,200.66,F,2485,0,0,0,0,0
666748,Cody Martin,92.99,198.12,F,1933,0,0,0,0,0
38017708,Bryce McGowens,79.38,198.12,G,1782,0,0,0,0,0
347,Frank Ntilikina,90.72,193.04,G,1410,0,0,0,0,0
422,Ish Smith,79.38,182.88,G,1821,0,0,0,0,0
666656,De'Andre Hunter,100.24,203.2,F,1841,9,4,1,0,0
3547256,Saddiq Bey,97.52,200.66,F,2231,15,5,0,5,0
83,Clint Capela,116.12,208.28,C,2493,15,13,0,1,0
334,Dejounte Murray,81.65,195.58,G,1493,11,2,6,0,0
490,Trae Young,74.39,185.42,G,4119,23,1,9,1,0
53,Bogdan Bogdanovic,102.06,195.58,G,1331,7,4,4,3,0
56677838,Kobe Bufkin,88.45,195.58,G,2482,0,0,0,0,0
666564,Bruno Fernando,108.86,205.74,F,1676,0,0,0,0,0
38017689,AJ Griffin,99.79,198.12,F,1279,2,2,0,0,0
56677806,Mouhamed Gueye,95.25,208.28,F,1113,0,0,0,0,0
17896040,Jalen Johnson,99.34,203.2,F,3155,21,7,2,2,1
666754,Garrison Mathews,97.52,198.12,G,1912,0,0,0,0,0
319,Patty Mills,81.65,187.96,G,1245,0,0,0,0,0
3547244,Onyeka Okongwu,108.86,208.28,F-C,2365,7,4,2,0,0
56677855,Seth Lundy,99.79,193.04,G,1962,0,0,0,0,0
301,Wesley Matthews,99.79,195.58,G-F,1885,0,0,0,0,0
56677875,Miles Norris,0,0,F,2191,0,0,0,0,0
61,Mikal Bridges,94.8,198.12,F,2491,20,6,4,3,0
666679,Cameron Johnson,95.25,203.2,F,2254,12,5,3,2,0
666508,Nicolas Claxton,97.52,210.82,F-C,1799,7,7,4,0,3
130,Spencer Dinwiddie,97.52,195.58,G,1606,5,1,3,0,0
417,Ben Simmons,108.86,208.28,G-F,2312,4,10,9,0,1
56677843,Noah Clowney,95.25,205.74,F,2343,0,0,0,0,0
158,Dorian Finney-Smith,99.79,200.66,F,2144,10,5,2,0,0
174,Harry Giles III,108.86,208.28,F-C,1647,0,0,0,0,0
351,Royce O'Neale,102.51,198.12,F,2327,5,7,2,0,0
17896038,Day'Ron Sharpe,120.2,205.74,C,1291,4,2,0,0,2
421,Dennis Smith Jr.,92.99,190.5,G,1289,10,4,1,0,0
17896048,Cam Thomas,95.25,190.5,G,3282,36,3,2,1,0
464,Lonnie Walker IV,92.53,193.04,G,1117,0,0,0,0,0
17896058,Trendon Watford,107.5,203.2,F,2342,0,0,0,0,0
9051997,Armoni Brooks,88.45,190.5,G,2145,0,0,0,0,0
56677841,Dariq Whitehead,99.79,198.12,F,1121,0,0,0,0,0
56677722,Jalen Wilson,99.79,198.12,F,2417,0,0,0,0,0
666908,Max Strus,97.52,195.58,G,4483,27,12,2,1,1
3547247,Isaac Okoro,102.06,195.58,F-G,2038,18,6,4,2,1
17896076,Evan Mobley,97.52,210.82,F-C,1220,10,6,1,0,2
322,Donovan Mitchell,97.52,190.5,G,4214,27,5,6,4,1
666581,Darius Garland,87.09,185.42,G,2037,15,2,5,2,0
56677847,Emoni Bates,77.11,203.2,F,2041,0,0,0,0,0
666676,Ty Jerome,88.45,195.58,G,1644,2,0,0,0,0
248,Damian Jones,111.13,208.28,C,2417,4,0,2,0,0
277,Caris LeVert,92.99,198.12,G,1197,11,3,5,1,1
3547299,Sam Merrill,92.99,193.04,G,1424,0,0,0,0,0
38017662,Isaiah Mobley,107.95,203.2,F,2102,0,0,0,0,0
344,Georges Niang,104.33,200.66,F,2328,0,4,0,0,0
444,Tristan Thompson,115.21,205.74,C-F,2164,0,0,0,0,0
9,Jarrett Allen,110.22,205.74,C,1873,0,0,0,0,0
56677872,Craig Porter,81.65,185.42,G,2499,0,0,0,0,0
404,Ricky Rubio,86.18,187.96,G,2104,0,0,0,0,0
666940,Dean Wade,103.42,205.74,F,1525,0,0,0,0,0
18,OG Anunoby,108.86,200.66,F,2345,20,6,1,2,3
416,Pascal Siakam,111.13,203.2,F,1376,15,7,6,1,0
373,Jakob Poeltl,117.93,213.36,C,1203,7,11,1,1,1
17896055,Scottie Barnes,107.5,200.66,G-F,2272,17,8,5,2,5
409,Dennis Schroder,79.38,185.42,G,4243,22,3,7,0,0
3547249,Precious Achiuwa,110.22,203.2,F,1682,8,9,0,0,0
58,Chris Boucher,90.72,205.74,F,1480,0,0,0,0,0
56677828,Gradey Dick,90.72,198.12,G,2031,0,0,1,0,0
3547275,Malachi Flynn,83.91,185.42,G,1233,3,0,2,1,0
666762,Jalen McDaniels,86.18,205.74,F,1761,0,2,2,1,1
376,Otto Porter Jr.,89.81,203.2,F,2081,0,0,0,0,0
436,Garrett Temple,88.45,195.58,G-F,2146,0,0,0,0,0
3089,Gary Trent Jr.,92.53,195.58,,1636,5,1,2,1,1
489,Thaddeus Young,102.06,203.2,F,1995,0,0,0,0,0
56677805,Javon Freeman-Liberty,86.18,190.5,G,1225,0,0,0,0,0
38017717,Ron Harper Jr.,111.13,195.58,F,2032,0,0,0,0,0
38017710,Christian Koloko,104.33,213.36,C,2153,0,0,0,0,0
56677869,Markquis Nowell,72.57,170.18,G,1711,0,0,0,0,0
666400,Nickeil Alexander-Walker,92.99,195.58,G,2132,2,4,2,1,0
447,Karl-Anthony Towns,112.49,213.36,C,2212,19,10,3,0,4
176,Rudy Gobert,117.03,215.9,C,1302,15,13,1,2,4
3547238,Anthony Edwards,102.06,193.04,G,3921,26,14,1,0,0
104,Mike Conley,79.38,182.88,G,1516,11,4,3,1,1
12,Kyle Anderson,104.33,205.74,F,2099,7,9,5,1,0
68,Troy Brown Jr.,97.52,200.66,F,1280,0,1,0,0,0
17896056,Luka Garza,110.22,208.28,C,1419,0,0,0,0,0
666767,Jordan McLaughlin,83.91,182.88,G,1049,0,0,0,0,0
56677782,Leonard Miller,95.25,208.28,F,1587,0,0,0,0,0
320,Shake Milton,92.99,195.58,G,1672,4,3,4,3,0
38017715,Josh Minott,92.99,203.2,F,1011,0,0,0,0,0
38017700,Wendell Moore Jr.,97.52,195.58,G,1307,0,0,0,0,0
17895968,Daishen Nix,102.51,190.5,F,1021,0,0,0,0,0
667378,Naz Reid,119.75,205.74,F-C,2236,10,4,1,0,0
56677851,Jaylen Clark,92.99,193.04,G,1313,0,0,0,0,0
3547259,Jaden McDaniels,83.91,205.74,F,2144,0,0,0,0,0
79,Jimmy Butler,104.33,200.66,G-F,1564,19,13,4,2,0
285,Kevin Love,113.85,203.2,F-C,1389,13,10,2,0,0
4,Bam Adebayo,115.67,205.74,C-F,4140,22,8,3,0,2
666633,Tyler Herro,88.45,195.58,G,2324,16,2,3,3,0
286,Kyle Lowry,88.9,182.88,G,1544,0,2,2,2,1
74,Thomas Bryant,112.49,208.28,C,2492,8,6,3,1,0
38017734,Jamal Cain,86.64,198.12,F,1526,0,0,0,0,0
3547257,R.J. Hampton,79.38,193.04,G,1389,0,0,0,0,0
56677785,Jaime Jaquez Jr.,102.06,198.12,G,1809,6,2,2,2,0
38017696,Nikola Jovic,92.99,208.28,F,2430,0,0,0,0,0
666747,Caleb Martin,92.99,195.58,F,1283,2,3,1,1,0
397,Duncan Robinson,97.52,200.66,F,1695,15,2,1,0,0
39398582,Orlando Robinson,106.59,208.28,C,2289,0,0,0,0,0
19465585,Dru Smith,92.08,190.5,G,1445,2,0,1,0,0
3092,Haywood Highsmith,99.79,195.58,,1460,0,0,0,0,0
391,Josh Richardson,90.72,195.58,G-F,1186,0,0,0,0,0
38017736,Cole Swider,99.79,203.2,F,2143,0,0,0,0,0
56677826,Ausar Thompson,92.99,198.12,G-F,1966,4,7,3,0,5
3547267,Isaiah Stewart,113.4,203.2,F-C,1650,14,14,2,0,0
38017694,Jalen Duren,113.4,208.28,C,2100,17,14,4,0,4
3547241,Killian Hayes,88.45,195.58,G,1569,10,1,3,2,1
17896075,Cade Cunningham,99.79,198.12,G-F,3018,30,3,9,1,1
77,Alec Burks,97.07,195.58,G,1602,7,5,0,0,1
56677729,Malcolm Cazalon,83.91,198.12,G,1251,0,0,0,0,0
197,Joe Harris,99.79,198.12,F-G,1650,0,0,0,0,0
38017682,Jaden Ivey,88.45,193.04,G,1062,4,2,3,0,0
42097199,Jared Rhoden,95.25,195.58,G,1570,0,0,0,0,0
56677792,Marcus Sasser,88.45,187.96,G,2215,8,2,1,0,0
44477024,Stanley Umude,95.25,198.12,G,1805,0,0,0,0,0
3547240,James Wiseman,108.86,210.82,C,2049,0,0,0,0,0
54,Bojan Bogdanovic,102.51,200.66,F,1004,0,0,0,0,0
17896071,Isaiah Livers,105.23,198.12,F,1315,0,0,0,0,0
330,Monte Morris,83.01,187.96,G,2438,0,0,0,0,0
17896027,Ziaire Williams,83.91,205.74,G-F,2214,9,4,0,0,0
231,Jaren Jackson Jr.,109.77,208.28,F-C,2049,8,5,3,0,5
3547285,Xavier Tillman,111.13,200.66,F,1180,17,12,4,3,1
3547287,Desmond Bane,97.52,195.58,G,3328,31,5,5,2,1
420,Marcus Smart,99.79,190.5,G,1376,17,0,3,2,0
48248287,Jacob Gilyard,72.57,172.72,G,1414,0,0,0,0,0
56677830,GG Jackson,95.25,205.74,F,1990,0,0,0,0,0
254,Luke Kennard,93.44,195.58,G,1747,3,2,2,0,0
666703,John Konchar,95.25,195.58,G-F,2013,0,0,0,0,0
38017728,Jake LaRavia,106.59,200.66,F,2023,2,2,1,1,0
38017732,Kenneth Lofton Jr.,124.74,198.12,F,2397,0,0,0,0,0
666786,Ja Morant,78.93,187.96,G,1609,0,0,0,0,0
38017729,David Roddy,115.67,193.04,F,1334,9,5,2,0,0
401,Derrick Rose,90.72,190.5,G,2012,8,2,3,0,0
38017731,Vince Williams Jr.,92.99,193.04,G,1165,0,0,0,0,0
3,Steven Adams,120.2,210.82,C,1731,0,0,0,0,0
17896067,Santi Aldama,97.52,213.36,F,1970,0,0,0,0,0
666505,Brandon Clarke,97.52,203.2,F,1914,0,0,0,0,0
227,Brandon Ingram,86.18,203.2,F,2012,19,7,6,2,0
666969,Zion Williamson,128.82,198.12,F,4097,23,7,3,0,0
455,Jonas Valanciunas,120.2,210.82,C,1847,12,12,1,0,1
17896024,Herbert Jones,93.44,200.66,F,2093,13,8,3,1,1
303,CJ McCollum,86.18,190.5,G,4322,24,4,6,2,1
38017677,Dyson Daniels,90.26,200.66,G,2249,6,5,0,2,1
666584,Kaiser Gates,102.06,200.66,F,1306,0,0,0,0,0
56677837,Jordan Hawkins,86.18,195.58,G,2281,3,0,2,0,0
3547260,Kira Lewis Jr.,77.11,185.42,G,1971,0,0,0,0,1
38017663,E.J. Liddell,108.86,198.12,F,1832,0,0,0,0,0
340,Larry Nance Jr.,111.13,203.2,F,1095,2,8,0,1,0
17896017,Matt Ryan,97.52,198.12,F,1699,9,1,1,0,0
491,Cody Zeller,108.86,210.82,C,1119,0,0,0,0,0
17896097,Jose Alvarado,81.19,182.88,G,1243,0,0,0,0,0
3547293,Naji Marshall,99.79,198.12,F,1143,0,0,0,0,0
18677986,Trey Murphy III,93.44,203.2,F,1545,0,0,0,0,0
38017726,Dereon Seabron,81.65,195.58,G,1755,0,0,0,0,0
125,DeMar DeRozan,99.79,198.12,G,2468,20,5,2,1,1
3547248,Patrick Williams,97.52,200.66,F,2208,8,3,4,2,0
460,Nikola Vucevic,117.93,208.28,C,1306,11,9,4,3,2
268,Zach LaVine,90.72,195.58,G,2325,16,4,3,0,0
666956,Coby White,88.45,195.58,G,1475,15,4,4,0,0
87,Jevon Carter,90.72,185.42,G,2105,3,1,2,0,0
89,Alex Caruso,84.37,195.58,G,2306,6,2,3,2,0
110,Torrey Craig,100.24,195.58,F,1992,11,7,1,0,0
17895983,Ayo Dosunmu,90.72,195.58,G,2347,8,0,1,1,0
137,Andre Drummond,126.55,210.82,C,1897,6,5,1,1,0
56677857,Julian Phillips,89.81,203.2,F,2339,0,0,0,0,0
17896116,Terry Taylor,104.33,193.04,G,2151,0,0,0,0,0
38017719,Dalen Terry,88.45,200.66,F,1759,0,2,1,0,0
27,Lonzo Ball,86.18,198.12,G,1779,0,0,0,0,0
56677874,Onuralp Bitim,97.52,198.12,F,2187,0,0,0,0,0
45969255,Justin Lewis,111.13,200.66,F,1229,0,0,0,0,0
56677860,Adama Sanogo,111.13,205.74,F,1447,0,0,0,0,0
666541,Luguentz Dort,99.79,193.04,G,1117,8,7,2,2,1
38017703,Jalen Williams,95.71,195.58,G-F,1644,16,3,5,1,0
38017685,Chet Holmgren,94.35,215.9,C-F,1264,11,4,3,1,0
17896065,Josh Giddey,97.98,203.2,G,2171,16,6,6,0,0
175,Shai Gilgeous-Alexander,88.45,198.12,G,3896,31,5,10,1,2
44,Davis Bertans,102.06,208.28,F,1547,0,0,0,0,0
38017716,Ousmane Dieng,83.91,205.74,F,1839,9,2,0,0,0
3547272,Isaiah Joe,74.84,190.5,G,1083,14,5,2,1,0
17896036,Tre Mann,80.74,190.5,G,1391,0,0,1,0,0
4197029,Vasilije Micic,85.28,190.5,G,1910,0,0,0,0,0
3547271,Aleksej Pokusevski,95.25,213.36,C,1068,0,2,0,0,0
24572055,Olivier Sarr,108.86,208.28,C,2112,4,4,0,0,0
56677833,Cason Wallace,88.45,190.5,G,1405,13,2,1,0,1
27924547,Lindy Waters III,95.25,198.12,F,1913,0,0,0,0,0
17896078,Aaron Wiggins,86.18,195.58,G,2384,2,3,0,0,0
56677853,Keyontae Johnson,104.33,193.04,F,1622,0,0,0,0,0
38017706,Jaylin Williams,108.86,205.74,F,1250,0,0,0,0,0
480,Kenrich Williams,95.25,198.12,G-F,1211,0,0,0,0,0
297,Lauri Markkanen,108.86,213.36,F,1791,19,10,1,2,0
101,John Collins,102.51,205.74,F-C,2115,15,11,2,1,0
38017705,Walker Kessler,111.13,213.36,C,2017,8,8,0,0,1
100,Jordan Clarkson,88,190.5,G,3134,24,4,6,0,0
666650,Talen Horton-Tucker,106.14,193.04,G,1513,8,1,4,0,1
38017620,Ochai Agbaji,97.52,195.58,G,1390,5,3,0,0,0
139,Kris Dunn,92.99,190.5,G,1329,8,1,2,2,0
38017739,Simone Fontecchio,94.8,200.66,F,1639,2,1,1,0,0
56677834,Keyonte George,83.91,193.04,G,2001,8,2,2,0,0
56677824,Taylor Hendricks,97.52,205.74,F,2417,1,1,0,0,0
358,Kelly Olynyk,108.86,210.82,F,1329,5,6,4,1,0
666881,Luka Samanic,102.97,208.28,F,1819,2,1,0,0,0
56677842,Brice Sensabaugh,106.59,195.58,F,1519,0,1,0,0,0
